group_id	item_id	bit_index	pval	smarts
penicillins	ampicillin	362	0.0909	*-[#6]1(-*(-*2-*(-*-1)-*-*-2=*)-*(=*)-*)-*
penicillins	ampicillin	387	0.0909	*-*(-*)-*-*(=*)-*
penicillins	ampicillin	389	0.0909	*-*(=*)-*
penicillins	ampicillin	389	0.0909	*1:[#6]:[#6]:[#6]:[#6]:[#6]:1
penicillins	ampicillin	570	0.0909	*-[#6]1(-*(-*2-*(-*-1)-*(-*-2=*)-*-*)-*(=*)-*)-*
penicillins	ampicillin	673	0.0909	*-[#6](-*(-*(-*)-*)-*(=*)-*)(-*)-*
penicillins	ampicillin	675	0.0909	*-*-*
penicillins	ampicillin	697	0.0909	*-*(-*(-*(-*)-*)-*(=*)-*)(-*)-*
penicillins	ampicillin	753	0.0909	*-*1-*(-*-*)-*(-*-1=*)-*-*(=*)-*
penicillins	ampicillin	935	0.0909	*-*(-*)-*
penicillins	ampicillin	1088	0.0909	*:[#6]:[#6]:[#6]:*
penicillins	ampicillin	1088	0.0909	*:[#6]:[#6]:*:*
penicillins	ampicillin	1088	0.0909	*:[#6]:*:*:*
penicillins	ampicillin	1150	0.0909	*-*(-*1-*(-*)-*-*-1=*)-*
penicillins	ampicillin	1152	0.0909	*-*-*
penicillins	ampicillin	1199	0.0909	*-*1:*:*:[#6]:*:*:1
penicillins	ampicillin	1205	0.0909	*-*(-*1-*(-*)-*(-*-1=*)-*-*)-*
penicillins	ampicillin	1279	0.0909	*-*1-*(-*-*)-*(-*-1)-*
penicillins	ampicillin	1408	0.0909	*-*1(-*(-*2-*(-*-1)-*(-*-2=*)-*-*(=*)-*)-*(=*)-*)-*
penicillins	ampicillin	1431	0.0909	*-*(-*)-*(=*)-*
penicillins	ampicillin	1750	0.0909	*-*(:*:*:*):*
penicillins	ampicillin	1750	0.0909	*-*(:*):*:*:*
penicillins	ampicillin	1771	0.0909	*-*1(-*(-*2-*(-*-1)-*(-*-2=*)-*)-*(=*)-*)-*
penicillins	ampicillin	1873	0.0909	*:*:*
penicillins	ampicillin	1937	0.0909	*-*1(-*(-*(-*(-*-1)-*)-*)-*(=*)-*)-*
penicillins	ampicillin	1943	0.0909	*-*1(-*(-*2-*(-*-1)-*(-*-2=*)-*)-*(=*)-*)-*
penicillins	nafcillin	5	0.0909	*-[#6H]1-*-[#7](-[#6]-1=[#8])-*
penicillins	nafcillin	18	0.0909	*-*-[#6H]1-*2-[#7](-[#6]-1=*)-*(-[#6](-[#16]-2)(-*)-*)-*
penicillins	nafcillin	122	0.0909	*-*(=*)-*-[#6H]1-*2-[#7](-[#6]-1=*)-*(-[#6](-[#16]-2)(-*)-*)-*(=*)-*
penicillins	nafcillin	130	0.0909	*-[#6]1:*(:[#6]2:[#6]:[#6]:*:[#6]:[#6]:2:[#6]:*:1)-*(=*)-*
penicillins	nafcillin	130	0.0909	*-[#6H]1-*2-[#7](-*-1)-*(-[#6](-[#16]-2)(-*)-*)-*
penicillins	nafcillin	233	0.0909	*-*-[#6H]1-*(-*-*-1=*)-*
penicillins	nafcillin	362	0.0909	*1-*2-*(-*-1=*)-*(-[#6](-*-2)(-*)-*)-*(=*)-*
penicillins	nafcillin	387	0.0909	*-*(=*)-*-*(-*)-*
penicillins	nafcillin	389	0.0909	*-*(=*)-*
penicillins	nafcillin	570	0.0909	*-*-*1-*2-*(-*-1=*)-*(-[#6](-*-2)(-*)-*)-*(=*)-*
penicillins	nafcillin	673	0.0909	*-*(-*)-*(-[#6](-*)(-*)-*)-*(=*)-*
penicillins	nafcillin	675	0.0909	*-*-*
penicillins	nafcillin	697	0.0909	*-*(-*)-*(-*(-*)(-*)-*)-*(=*)-*
penicillins	nafcillin	753	0.0909	*-*(=*)-*-*1-*(-*(-*-1=*)-*)-*-*
penicillins	nafcillin	935	0.0909	*-*(-*)-*
penicillins	nafcillin	1088	0.0909	*:[#6]:[#6]:*:*
penicillins	nafcillin	1088	0.0909	*:[#6]:*:*:*
penicillins	nafcillin	1150	0.0909	*1-*(-*(-*-1=*)-*(-*)-*)-*
penicillins	nafcillin	1152	0.0909	*-*-*
penicillins	nafcillin	1199	0.0909	*:*1:*:[#6]:*:*:*:1
penicillins	nafcillin	1199	0.0909	*1:*:[#6]:*:*:*:1:*
penicillins	nafcillin	1205	0.0909	*-*-*1-*(-*(-*-1=*)-*(-*)-*)-*
penicillins	nafcillin	1279	0.0909	*-*1-*(-*(-*-1)-*)-*-*
penicillins	nafcillin	1408	0.0909	*-*(=*)-*-*1-*2-*(-*-1=*)-*(-*(-*-2)(-*)-*)-*(=*)-*
penicillins	nafcillin	1431	0.0909	*-*(-*)-*(=*)-*
penicillins	nafcillin	1750	0.0909	*:*(:*:[#6]:*):*
penicillins	nafcillin	1750	0.0909	*:*:*:*(:*):*
penicillins	nafcillin	1750	0.0909	*:*(:*:*:*):*
penicillins	nafcillin	1750	0.0909	*-*(:*):*:*:*
penicillins	nafcillin	1771	0.0909	*-*1-*2-*(-*-1=*)-*(-*(-*-2)(-*)-*)-*(=*)-*
penicillins	nafcillin	1873	0.0909	*:*:*
penicillins	nafcillin	1937	0.0909	*-*1-*(-*)-*(-*(-*-1)(-*)-*)-*(=*)-*
penicillins	nafcillin	1943	0.0909	*-*1-*2-*(-*-1=*)-*(-*(-*-2)(-*)-*)-*(=*)-*
polyketides	erythromycin	206	0.0909	*-[#6]-[#6H](-[#8]-*)-[#6]
polyketides	erythromycin	438	0.0909	*-[#6H](-[#6H](-[#6](=*)-*)-[#6])-*
polyketides	erythromycin	546	0.0909	*-[#6H](-*)-[#8]-*1-[#6H](-*(-[#6]-[#6H](-[#8]-1)-[#6])-*)-[#8]
polyketides	erythromycin	565	0.0909	*-[#6H](-*(-[#6H](-[#6H](-[#6](=*)-*)-[#6])-*-[#6H]1-[#6]-[#6](-*-[#6H](-[#8]-1)-*)(-*)-*)-[#6])-*
polyketides	erythromycin	649	0.0909	*-[#6H](-*(-[#6H](-[#6H](-[#6](=*)-*)-[#6])-*-[#6H](-*)-*)-[#6])-*
polyketides	erythromycin	656	0.0909	*-*-*
polyketides	erythromycin	656	0.0909	*-[#8]-*
polyketides	erythromycin	679	0.0909	*-*(-[#6]-*(-*)(-*)-*)-*
polyketides	erythromycin	679	0.0909	*-*(-*-[#6](-*)(-*)-*)-*
polyketides	erythromycin	687	0.0909	*-*-*1-*-*-*(-*(-*-1)-*)-*
polyketides	erythromycin	722	0.0909	*-*(-*(-*-*)-*)-*
polyketides	erythromycin	750	0.0909	*-*(-*)-*-*(-*)=*
polyketides	erythromycin	869	0.0909	*-*(-*)-*-*1-[#6H](-*(-*-*(-[#8]-1)-*)-*)-[#8]
polyketides	erythromycin	886	0.0909	*-*1-*-*(-*-*(-[#8]-1)-*)-*
polyketides	erythromycin	941	0.0909	*-*(-*(=*)-*-*)-*
polyketides	erythromycin	1154	0.0909	*-*(-*)(-*)-*
polyketides	erythromycin	1154	0.0909	*-*(-*)(-*)-[#8]
polyketides	erythromycin	1173	0.0909	*-*-*(-*(-*)-*)(-*)-*-*
polyketides	erythromycin	1178	0.0909	*-*(-*)-*-*(-*(-*(-*(-*(-*)-*)-[#6])-*-*(-*)-*)-*)=*
polyketides	erythromycin	1257	0.0909	*-*(-*)-*
polyketides	erythromycin	1257	0.0909	*-*(-*)-[#8]
polyketides	erythromycin	1266	0.0909	*-*(-*)-*-*1-*-*(-*-*(-*-1)-*)(-*)-*
polyketides	erythromycin	1292	0.0909	*-*(-*-*(-*)-*)-*
polyketides	erythromycin	1309	0.0909	*-*(-*)-*
polyketides	erythromycin	1309	0.0909	*-*(-*)-[#6]
polyketides	erythromycin	1323	0.0909	*-*-*(-*(-*)-*)-*-*
polyketides	erythromycin	1381	0.0909	*-*(-*)-*-*(-*)-*
polyketides	erythromycin	1487	0.0909	*-*(-*(-*(-*)-*)-*)-*
polyketides	erythromycin	1509	0.0909	*-*-*(-*-*)-*-*
polyketides	erythromycin	1629	0.0909	*-*-*1-*(-*-*-*(-*-1)-*)-*
polyketides	erythromycin	1679	0.0909	*-*(-*(-*(-*(=*)-*-*)-*)-*-*)-*
polyketides	erythromycin	1763	0.0909	*-*(-*(-*(-*)-*)-*-*(-*-*)-*-*)-*
polyketides	erythromycin	1779	0.0909	*-*(-*)-*-*(-*(-*(-*)-*)-*)=*
polyketides	erythromycin	1885	0.0909	*-*(-*(-*(-*)-*)-*)-*
polyketides	erythromycin	1921	0.0909	*-*(-*)-*-*(-*)-*
polyketides	erythromycin	1950	0.0909	*-*(-*(-*(-*)-*)-*-*)-*
polyketides	erythromycin	1991	0.0909	*-*(-*(-*(-*)-*)-*-*)(-*)-*
polyketides	megalomycin_A	206	0.0909	*-[#6]-[#6H](-[#8]-*)-[#6]
polyketides	megalomycin_A	438	0.0909	*-[#6H](-[#6H](-[#6](=*)-*)-[#6])-*
polyketides	megalomycin_A	546	0.0909	*-[#6H](-*)-[#8]-*1-[#6H](-*(-[#6]-[#6H](-[#8]-1)-[#6])-*)-[#8]
polyketides	megalomycin_A	565	0.0909	*-[#6H](-*(-[#6H](-[#6H](-[#6](=*)-*)-[#6])-*-[#6H]1-[#6]-[#6](-*-[#6H](-[#8]-1)-*)(-*)-*)-[#6])-*
polyketides	megalomycin_A	649	0.0909	*-[#6H](-*(-[#6H](-[#6H](-[#6](=*)-*)-[#6])-*-[#6H](-*)-*)-[#6])-*
polyketides	megalomycin_A	656	0.0909	*-*-*
polyketides	megalomycin_A	656	0.0909	*-[#8]-*
polyketides	megalomycin_A	679	0.0909	*-*(-[#6]-*(-*)(-*)-*)-*
polyketides	megalomycin_A	679	0.0909	*-*(-*-[#6](-*)(-*)-*)-*
polyketides	megalomycin_A	687	0.0909	*-*-*1-*-*-*(-*(-*-1)-*)-*
polyketides	megalomycin_A	687	0.0909	*-*-*1-[#6]-*-[#6H](-*(-[#8]-1)-[#6])-*
polyketides	megalomycin_A	722	0.0909	*-*(-*(-*-*)-*)-*
polyketides	megalomycin_A	722	0.0909	*-[#6H](-*(-[#8]-*)-[#6])-*
polyketides	megalomycin_A	750	0.0909	*-*(-*)-*-*(-*)=*
polyketides	megalomycin_A	869	0.0909	*-*(-*)-*-*1-[#6H](-*(-*-*(-[#8]-1)-*)-*)-[#8]
polyketides	megalomycin_A	886	0.0909	*-*1-*-*(-*-*(-[#8]-1)-*)-*
polyketides	megalomycin_A	941	0.0909	*-*(-*(=*)-*-*)-*
polyketides	megalomycin_A	1154	0.0909	*-*(-*)(-*)-*
polyketides	megalomycin_A	1154	0.0909	*-*(-*)(-*)-[#8]
polyketides	megalomycin_A	1173	0.0909	*-[#6]-*(-*(-*)-*)(-*)-*-*
polyketides	megalomycin_A	1178	0.0909	*-*(-*)-*-*(-*(-*(-*(-*(-*)-*)-[#6])-*-*(-*)-*)-*)=*
polyketides	megalomycin_A	1257	0.0909	*-*(-*)-*
polyketides	megalomycin_A	1257	0.0909	*-*(-*)-[#8]
polyketides	megalomycin_A	1257	0.0909	*-[#6H](-*)-*
polyketides	megalomycin_A	1266	0.0909	*-*(-*)-*-*1-*-*(-*-*(-*-1)-*)(-*)-*
polyketides	megalomycin_A	1292	0.0909	*-*(-*-*(-*)-*)-*
polyketides	megalomycin_A	1292	0.0909	*-*(-[#6]-*(-*)-*)-*
polyketides	megalomycin_A	1309	0.0909	*-*(-*)-*
polyketides	megalomycin_A	1309	0.0909	*-*(-*)-[#6]
polyketides	megalomycin_A	1323	0.0909	*-*-*(-*(-*)-*)-*-*
polyketides	megalomycin_A	1381	0.0909	*-*(-*)-*-*(-*)-*
polyketides	megalomycin_A	1487	0.0909	*-*(-*(-*(-*)-*)-*)-*
polyketides	megalomycin_A	1509	0.0909	*-*-*(-*-*)-*-*
polyketides	megalomycin_A	1629	0.0909	*-*-*1-*(-*-*-*(-*-1)-*)-*
polyketides	megalomycin_A	1679	0.0909	*-*(-*(-*(-*(=*)-*-*)-*)-*-*)-*
polyketides	megalomycin_A	1763	0.0909	*-*(-*(-*(-*)-*)-*-*(-*-*)-*-*)-*
polyketides	megalomycin_A	1779	0.0909	*-*(-*)-*-*(-*(-*(-*)-*)-*)=*
polyketides	megalomycin_A	1885	0.0909	*-*(-*(-*(-*)-*)-*)-*
polyketides	megalomycin_A	1921	0.0909	*-*(-*)-*-*(-*)-*
polyketides	megalomycin_A	1950	0.0909	*-*(-*(-*(-*)-*)-*-*)-*
polyketides	megalomycin_A	1991	0.0909	*-*(-*(-*(-*)-*)-*-*)(-*)-*
polyketides	lankamycin	206	0.0909	[#6]-[#6H](-[#6]-*)-[#8]-*
polyketides	lankamycin	438	0.0909	*-[#6](=*)-[#6H](-[#6H](-*)-*)-[#6]
polyketides	lankamycin	546	0.0909	[#6]-[#6H]1-[#6]-*(-[#6H](-*(-[#8]-1)-[#8]-[#6H](-*)-*)-[#8])-*
polyketides	lankamycin	565	0.0909	*-[#6H](-*)-*(-[#6H](-[#6H](-[#6](-*)=*)-[#6])-*-[#6H]1-[#6]-[#6](-*-[#6H](-[#8]-1)-*)(-*)-*)-[#6]
polyketides	lankamycin	649	0.0909	*-[#6H](-*)-*(-[#6H](-[#6H](-[#6](-*)=*)-[#6])-*-[#6H](-*)-*)-[#6]
polyketides	lankamycin	656	0.0909	*-[#8]-*
polyketides	lankamycin	656	0.0909	*-*-*
polyketides	lankamycin	679	0.0909	*-*(-[#6]-*(-*)(-*)-*)-*
polyketides	lankamycin	679	0.0909	*-*(-*-[#6](-*)(-*)-*)-*
polyketides	lankamycin	687	0.0909	*-*-*1-*-*-*(-*(-*-1)-*)-*
polyketides	lankamycin	722	0.0909	*-*(-*(-*-*)-*)-*
polyketides	lankamycin	750	0.0909	*-*(-*-*(=*)-*)-*
polyketides	lankamycin	869	0.0909	*-*1-*-*(-[#6H](-*(-[#8]-1)-*-*(-*)-*)-[#8])-*
polyketides	lankamycin	886	0.0909	*-*1-*-*(-*-*(-[#8]-1)-*)-*
polyketides	lankamycin	941	0.0909	*-*-*(=*)-*(-*)-*
polyketides	lankamycin	1154	0.0909	*-*(-*)(-*)-*
polyketides	lankamycin	1173	0.0909	*-*-*(-*(-*)-*)(-*)-*-*
polyketides	lankamycin	1178	0.0909	*-*(-*)-*(-*(-*(-*(-*-*(-*)-*)=*)-*)-*-*(-*)-*)-[#6]
polyketides	lankamycin	1257	0.0909	*-*(-*)-[#8]
polyketides	lankamycin	1266	0.0909	*-*(-*)-*-*1-*-*(-*-*(-*-1)-*)(-*)-*
polyketides	lankamycin	1292	0.0909	*-*(-*-*(-*)-*)-*
polyketides	lankamycin	1309	0.0909	*-*(-*)-*
polyketides	lankamycin	1309	0.0909	*-*(-[#6])-*
polyketides	lankamycin	1309	0.0909	*-*(-*)-[#6]
polyketides	lankamycin	1309	0.0909	*-[#6H](-*)-[#6]
polyketides	lankamycin	1323	0.0909	*-*(-*(-*-*)-*-*)-*
polyketides	lankamycin	1381	0.0909	*-*(-*)-*-*(-*)-*
polyketides	lankamycin	1487	0.0909	*-*(-*(-*(-*)-*)-*)-*
polyketides	lankamycin	1509	0.0909	*-*-*(-*-*)-*-*
polyketides	lankamycin	1629	0.0909	*-*1-*-*-*(-*(-*-1)-*-*)-*
polyketides	lankamycin	1679	0.0909	*-*-*(=*)-*(-*(-*(-*)-*)-*-*)-*
polyketides	lankamycin	1763	0.0909	*-*(-*(-*(-*)-*)-*-*(-*-*)-*-*)-*
polyketides	lankamycin	1779	0.0909	*-*(-*-*(=*)-*(-*(-*)-*)-*)-*
polyketides	lankamycin	1885	0.0909	*-*(-*(-*(-*)-*)-[#6])-*
polyketides	lankamycin	1885	0.0909	*-*(-*)-*(-*(-*)-*)-*
polyketides	lankamycin	1921	0.0909	*-*(-*)-*-*(-*)-*
polyketides	lankamycin	1950	0.0909	*-*(-*(-*(-*)-*)-*-*)-*
polyketides	lankamycin	1950	0.0909	*-*-*(-*(-*)-*)-*(-*)-*
polyketides	lankamycin	1991	0.0909	*-*(-*(-*(-*)-*)-*-*)(-*)-*
